id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
1479,1479,2,2,82,19,4178,515,144,644,29,554,3
1480,1480,2,2,83,22,4179,654,289,1493,56,724,4
1481,1481,3,1,82,23,4180,623,216,917,62,727,3
1482,1482,3,3,83,14,4181,278,181,591,63,846,2
1483,1483,3,1,83,19,4182,321,183,804,46,678,2
1484,1484,3,2,82,14,4183,705,176,1371,56,588,2
1485,1485,2,1,83,20,4184,421,207,1049,45,546,4
1486,1486,2,2,84,17,4185,276,194,1286,48,817,3
1487,1487,1,2,83,21,4186,721,230,1170,32,794,3
1488,1488,2,1,82,18,4187,706,268,1178,28,831,3
1489,1489,2,2,83,20,4188,866,249,1126,35,595,4
1490,1490,1,1,83,13,4189,278,184,734,64,872,2
1491,1491,2,2,83,12,4190,352,232,726,27,808,2
1492,1492,2,2,83,24,4191,270,268,1167,40,796,4
1493,1493,1,2,82,23,4192,463,210,861,44,628,2
1494,1494,2,3,82,24,4193,368,297,795,35,897,4
1495,1495,1,1,83,13,4194,611,184,616,50,816,3
1496,1496,3,2,83,16,4195,915,169,1297,59,679,3
1497,1497,1,2,82,16,4196,257,185,1300,40,698,3
1498,1498,3,2,83,17,4197,264,294,1103,51,795,3
1499,1499,2,2,82,16,4198,310,307,1555,45,917,4
1500,1500,1,2,84,21,4199,414,241,898,61,727,4
1501,1501,2,1,83,18,4200,603,292,1412,35,586,2
1502,1502,3,1,83,16,4201,468,205,1158,44,720,3
1503,1503,2,3,84,21,4202,186,304,1535,55,573,4
1504,1504,2,2,83,14,4203,225,177,722,49,550,3
1505,1505,1,2,83,15,4204,296,174,617,32,614,2
1506,1506,2,3,83,22,4205,439,281,907,56,857,3
1507,1507,2,2,83,16,4206,377,240,1413,61,807,3
1508,1508,1,1,82,24,4207,799,166,1149,38,932,4
1509,1509,3,1,84,20,4208,291,247,1362,40,599,3
1510,1510,3,2,83,21,4209,626,166,1530,61,625,4
1511,1511,2,3,84,19,4210,500,298,1045,57,559,4
1512,1512,1,3,84,22,4211,188,153,1092,55,574,3
1513,1513,1,1,83,19,4212,199,167,837,37,635,4
1514,1514,1,1,84,23,4213,771,246,787,59,671,3
1515,1515,2,2,83,17,4214,479,267,1563,39,772,2
1516,1516,3,2,84,15,4215,371,207,708,62,615,2
1517,1517,2,2,84,13,4216,412,294,882,34,872,3
1518,1518,2,2,83,20,4217,313,288,799,39,711,3
1519,1519,3,2,83,18,4218,215,154,1087,28,790,3
1520,1520,2,3,83,23,4219,248,163,1539,35,762,4
1521,1521,3,2,82,20,4220,494,213,631,34,792,3
1522,1522,3,2,83,23,4221,385,282,1038,52,778,3
1523,1523,2,3,84,17,4222,693,156,1504,60,711,4
1524,1524,2,2,83,24,4223,653,251,1563,53,636,2
1525,1525,2,2,83,13,4224,221,196,1266,57,554,2
1526,1526,2,2,82,14,4225,470,253,804,49,917,4
1527,1527,2,2,82,12,4226,449,203,1023,60,832,2
1528,1528,2,2,83,17,4227,826,234,1269,56,540,4
1529,1529,3,3,83,13,4228,725,269,1441,41,723,3
1530,1530,2,2,83,23,4229,665,229,735,60,863,4
1531,1531,3,1,83,14,4230,136,299,1078,40,533,4
1532,1532,2,3,83,18,4231,183,161,1047,36,927,3
1533,1533,3,2,82,22,4232,838,281,602,41,596,2
1534,1534,3,1,82,17,4233,599,286,792,51,863,4
1535,1535,2,3,83,17,4234,765,224,1218,60,934,3
1536,1536,2,3,83,18,4235,142,188,1423,60,682,3
1537,1537,1,2,84,13,4236,405,201,840,47,609,3
1538,1538,3,2,82,18,4237,421,218,1196,48,681,3
1539,1539,2,2,84,24,4238,686,306,1318,36,645,3
1540,1540,1,2,84,14,4239,344,257,917,29,935,3
1541,1541,2,2,84,13,4240,788,267,1419,31,576,3
1542,1542,1,2,83,15,4241,895,163,1259,29,794,3
1543,1543,1,2,84,22,4242,225,309,1507,43,535,3
1544,1544,2,3,84,22,4243,610,175,1243,28,549,3
1545,1545,2,2,82,21,4244,734,238,935,43,801,2
1546,1546,3,2,84,18,4245,481,178,1125,29,563,3
1547,1547,1,2,83,14,4246,270,304,1307,33,873,3
1548,1548,2,2,83,21,4247,550,186,799,43,580,4
1549,1549,1,3,82,23,4248,265,209,759,35,889,3
1550,1550,3,2,83,14,4249,258,300,1012,43,847,2
1551,1551,2,1,82,15,4250,249,214,1019,27,854,3
1552,1552,3,2,83,18,4251,873,171,978,61,567,3
1553,1553,2,3,83,15,4252,609,228,1141,33,656,3
1554,1554,3,2,84,13,4253,725,223,1196,41,516,4
1555,1555,3,3,83,22,4254,849,289,740,33,613,4
1556,1556,2,2,83,21,4255,439,159,696,37,844,3
1557,1557,3,1,83,20,4256,622,255,1132,48,651,3
1558,1558,1,1,83,15,4257,849,228,799,33,877,3
1559,1559,2,3,83,15,4258,420,235,1152,57,749,3
1560,1560,1,3,82,17,4259,162,211,1455,31,834,3
1561,1561,2,3,83,16,4260,620,294,760,62,885,3
1562,1562,1,2,84,12,4261,372,243,875,63,714,3
1563,1563,2,1,84,14,4262,649,198,796,58,579,4
1564,1564,1,3,82,22,4263,357,163,934,57,786,4
1565,1565,3,2,82,19,4264,525,280,1384,39,528,3
1566,1566,2,1,82,21,4265,280,277,1193,54,817,2
1567,1567,3,2,84,21,4266,172,302,1147,49,876,4
1568,1568,1,2,84,20,4267,893,280,903,59,883,3
1569,1569,2,1,82,16,4268,882,285,1170,39,581,4
1570,1570,2,2,84,14,4269,467,232,864,50,616,3
1571,1571,2,2,83,18,4270,210,291,947,43,890,3
1572,1572,3,2,82,20,4271,503,218,634,52,765,3
1573,1573,3,3,82,14,4272,667,175,988,49,702,2
1574,1574,1,3,84,13,4273,330,150,1384,36,680,2
1575,1575,2,2,83,17,4274,412,179,1404,31,516,4
1576,1576,1,1,83,17,4275,428,238,1101,38,792,3
1577,1577,2,3,83,19,4276,818,177,1069,55,638,2
1578,1578,1,2,84,20,4277,444,187,647,50,589,4
1579,1579,2,1,82,18,4278,158,161,1409,55,667,3
1580,1580,3,2,83,14,4279,334,195,1270,28,752,4
1581,1581,2,3,83,16,4280,303,226,1109,38,589,4
1582,1582,2,2,83,23,4281,176,180,1265,59,764,3
1583,1583,3,1,84,20,4282,145,145,1309,54,526,3
1584,1584,1,1,83,14,4283,554,222,1395,47,729,2
1585,1585,3,3,84,16,4284,791,211,1134,33,858,3
1586,1586,3,2,82,19,4285,794,207,855,38,784,4
1587,1587,2,2,82,21,4286,313,198,814,45,632,2
1588,1588,2,2,83,22,4287,865,159,1216,59,727,4
1589,1589,2,3,83,13,4288,452,185,1143,59,804,4
1590,1590,3,1,83,23,4289,853,168,738,56,605,4
1591,1591,2,2,83,15,4290,135,192,1149,45,642,3
1592,1592,2,2,83,14,4291,621,145,1068,39,534,3
1593,1593,2,2,83,24,4292,589,166,1015,36,608,4
1594,1594,1,2,84,19,4293,298,186,949,29,889,3
1595,1595,2,2,84,21,4294,603,274,1045,57,711,4
1596,1596,1,2,83,15,4295,594,228,1034,57,804,3
1597,1597,2,3,83,20,4296,787,157,1526,55,803,4
1598,1598,2,3,82,18,4297,807,147,1308,53,766,4
1599,1599,2,2,83,19,4298,469,183,1146,39,671,3
1600,1600,1,2,83,18,4299,533,291,1036,61,895,3
1601,1601,3,3,82,12,4300,423,197,959,49,811,3
1602,1602,2,3,83,22,4301,148,175,1148,60,836,3
1603,1603,2,2,83,22,4302,194,223,1277,61,571,2
1604,1604,2,1,84,20,4303,340,241,1013,29,843,3
1605,1605,1,3,82,17,4304,329,301,1345,31,721,3
1606,1606,1,3,84,15,4305,346,266,1232,38,911,4
1607,1607,3,3,83,19,4306,797,271,705,62,933,3
1608,1608,3,1,83,14,4307,381,232,1152,47,559,4
1609,1609,2,2,83,20,4308,851,224,854,58,572,2
1610,1610,1,1,83,20,4309,188,199,949,35,890,3
1611,1611,1,3,84,17,4310,301,256,775,33,581,4
1612,1612,2,2,84,16,4311,547,150,1555,41,614,3
1613,1613,3,1,84,17,4312,585,178,1334,43,563,3
1614,1614,2,2,84,16,4313,651,226,1042,30,717,4
1615,1615,2,1,83,23,4314,723,167,989,36,800,2
1616,1616,2,1,83,22,4315,472,307,953,29,810,3
1617,1617,3,1,84,20,4316,536,253,1494,47,867,4
1618,1618,1,2,83,15,4317,358,299,718,30,684,3
1619,1619,3,2,82,22,4318,313,153,601,28,833,3
1620,1620,1,2,82,16,4319,402,248,1322,63,803,3
1621,1621,3,1,82,22,4320,734,158,1067,49,558,4
1622,1622,3,3,83,14,4321,574,157,1248,64,605,4
1623,1623,3,2,83,16,4322,154,148,1297,48,802,3
1624,1624,2,2,83,21,4323,654,189,1049,36,739,2
1625,1625,1,3,82,20,4324,626,186,982,56,871,3
1626,1626,2,1,83,13,4325,257,196,1407,38,878,3
1627,1627,3,2,83,14,4326,601,250,968,38,752,3
1628,1628,2,2,84,18,4327,850,237,623,59,527,2
1629,1629,1,3,83,20,4328,634,149,1221,63,662,4
1630,1630,2,2,82,23,4329,751,250,1104,62,607,2
1631,1631,3,2,83,20,4330,920,184,692,30,525,3
1632,1632,1,2,84,18,4331,141,302,1372,50,652,3
1633,1633,3,2,83,14,4332,657,250,693,63,695,3
1634,1634,2,2,84,24,4333,188,157,1518,31,817,2
1635,1635,2,2,84,20,4334,318,199,918,35,900,3
1636,1636,2,2,84,15,4335,429,275,1076,32,591,2
1637,1637,2,2,84,12,4336,499,149,611,36,713,2
1638,1638,2,1,84,13,4337,790,193,1467,27,932,3
1639,1639,3,2,83,16,4338,628,298,1255,57,788,3
1640,1640,1,3,83,20,4339,552,198,1121,36,906,2
1641,1641,3,2,82,14,4340,203,179,1397,34,915,3
1642,1642,2,3,83,23,4341,418,286,1099,57,868,2
1643,1643,2,2,84,20,4342,278,148,1306,34,781,2
1644,1644,1,2,84,13,4343,154,242,1169,42,880,3
1645,1645,3,3,83,23,4344,415,276,663,44,898,3
1646,1646,2,2,83,15,4345,319,272,658,43,774,4
1647,1647,1,3,83,20,4346,784,180,1521,47,546,4
1648,1648,2,2,83,19,4347,417,310,757,50,707,3
1649,1649,2,1,83,23,4348,684,304,1158,62,542,2
1650,1650,3,1,83,20,4349,604,187,743,59,842,4
1651,1651,2,2,83,20,4350,760,276,1377,58,535,3
1652,1652,2,3,83,14,4351,333,224,1247,35,847,3
1653,1653,2,2,83,16,4352,639,170,991,40,622,3
1654,1654,2,1,84,21,4353,380,303,1293,32,532,2
1655,1655,1,2,83,18,4354,136,284,1491,29,815,4
1656,1656,2,1,82,17,4355,380,166,965,57,728,2
1657,1657,2,1,84,13,4356,303,152,730,32,725,3
1658,1658,1,2,83,12,4357,360,202,1160,29,883,3
1659,1659,2,2,82,12,4358,606,156,787,43,619,2
1660,1660,1,2,82,22,4359,266,271,1324,35,521,3
1661,1661,2,3,83,15,4360,684,271,1210,49,875,3
1662,1662,1,2,84,20,4361,886,272,765,59,621,4
1663,1663,2,1,82,21,4362,604,220,1407,58,621,3
1664,1664,1,2,84,20,4363,184,297,1457,55,718,4
1665,1665,3,1,82,16,4364,781,286,857,38,808,3
1666,1666,3,2,83,15,4365,618,199,1107,43,665,4
1667,1667,3,1,83,18,4366,344,186,840,36,844,4
1668,1668,1,2,82,16,4367,684,186,1284,61,788,2
1669,1669,2,3,83,21,4368,680,230,739,43,530,3
1670,1670,3,2,83,13,4369,867,225,1143,50,543,3
1671,1671,2,2,83,24,4370,633,284,1225,60,910,4
1672,1672,3,2,83,15,4371,522,219,615,58,624,4
1673,1673,2,3,83,16,4372,259,237,598,32,763,3
1674,1674,1,1,83,15,4373,687,271,1422,49,753,2
1675,1675,2,3,84,20,4374,732,198,1034,37,852,2
1676,1676,1,1,83,12,4375,317,236,623,37,575,2
1677,1677,2,1,83,21,4376,820,307,1474,38,784,3
1678,1678,2,2,83,20,4377,209,280,1001,35,672,4
1679,1679,2,3,83,23,4378,450,306,1140,38,605,2
1680,1680,2,2,82,21,4379,222,305,1035,57,671,2
1681,1681,2,2,82,18,4380,701,165,1171,30,864,2
1682,1682,3,2,82,21,4381,700,303,953,33,902,3
1683,1683,2,2,83,18,4382,626,225,1343,46,928,3
1684,1684,2,1,82,23,4383,481,183,1305,36,814,4
1685,1685,3,2,83,15,4384,679,283,1380,33,611,4
1686,1686,1,3,83,19,4385,785,238,739,60,595,2
1687,1687,2,3,82,16,4386,565,258,1076,62,517,4
1688,1688,1,3,82,14,4387,166,205,1392,63,543,3
1689,1689,1,1,84,16,4388,515,299,628,46,894,4
1690,1690,1,2,83,22,4389,658,291,759,45,916,3
1691,1691,2,2,83,19,4390,731,293,1297,60,607,3
1692,1692,2,3,83,21,4391,216,268,1273,33,643,2
1693,1693,2,3,83,14,4392,344,279,1547,55,714,3
1694,1694,3,3,82,24,4393,744,233,1132,40,785,3
1695,1695,2,1,82,18,4394,244,175,803,58,833,2
1696,1696,2,2,82,16,4395,769,275,1509,39,523,2
1697,1697,2,2,82,13,4396,310,259,1146,57,702,3
1698,1698,3,3,84,17,4397,139,202,598,50,630,4
1699,1699,3,2,84,13,4398,828,211,1288,49,831,2
1700,1700,2,3,83,18,4399,143,222,1452,31,544,4
1701,1701,2,2,83,14,4400,482,237,970,54,655,2
1702,1702,2,2,83,23,4401,759,149,817,36,719,4
1703,1703,2,1,84,13,4402,913,296,594,32,825,2
1704,1704,1,2,84,14,4403,769,240,1226,59,789,3
1705,1705,2,2,82,14,4404,729,148,752,55,803,3
1706,1706,2,3,83,22,4405,670,233,1249,44,866,4
1707,1707,2,2,83,16,4406,675,279,871,30,926,3
1708,1708,2,3,83,21,4407,431,246,1015,43,884,3
1709,1709,2,3,84,18,4408,525,168,1013,54,563,2
1710,1710,1,2,83,23,4409,185,163,1423,35,905,4
1711,1711,2,2,83,23,4410,317,234,1530,35,519,3
1712,1712,1,1,82,17,4411,522,264,1134,42,546,3
1713,1713,2,1,84,22,4412,772,171,976,54,833,3
1714,1714,1,2,82,18,4413,417,243,1570,49,890,2
1715,1715,2,2,83,16,4414,367,251,649,63,734,4
1716,1716,2,3,83,14,4415,629,166,1333,34,661,3
1717,1717,2,1,84,12,4416,363,298,1453,37,762,4
1718,1718,1,2,82,19,4417,206,272,1195,42,769,3
1719,1719,3,3,83,23,4418,883,244,718,37,675,2
1720,1720,1,2,84,24,4419,710,279,1004,32,510,3
1721,1721,2,2,82,18,4420,661,208,647,58,604,3
1722,1722,2,3,83,18,4421,382,273,1260,62,849,4
1723,1723,2,3,82,12,4422,382,234,1099,48,679,2
1724,1724,1,2,83,16,4423,476,151,662,59,631,3
1725,1725,1,2,83,19,4424,596,211,1317,59,602,3
1726,1726,1,3,83,17,4425,418,219,1466,56,918,3
1727,1727,2,1,82,14,4426,328,255,1537,40,628,4
1728,1728,2,2,84,22,4427,434,257,1286,33,843,2
1729,1729,2,1,84,14,4428,442,220,660,46,679,4
1730,1730,2,2,83,14,4429,203,290,680,59,586,3
1731,1731,1,2,83,20,4430,654,258,1181,60,791,2
1732,1732,3,2,83,14,4431,799,239,1088,30,873,2
1733,1733,3,1,82,12,4432,492,241,1160,49,696,2
1734,1734,3,2,83,24,4433,189,282,936,36,564,3
1735,1735,2,1,84,14,4434,380,224,1259,59,542,3
1736,1736,3,2,83,21,4435,730,155,978,46,523,2
1737,1737,2,2,83,15,4436,274,162,896,35,683,3
1738,1738,2,2,83,16,4437,234,235,1409,29,922,2
1739,1739,2,2,84,21,4438,765,204,935,59,605,4
1740,1740,3,1,83,22,4439,678,307,888,51,636,3
1741,1741,2,2,83,24,4440,587,262,968,44,706,3
1742,1742,2,2,83,24,4441,209,148,637,46,894,2
1743,1743,3,2,82,19,4442,763,175,807,46,644,2
1744,1744,2,3,83,16,4443,729,254,689,55,662,3
1745,1745,2,2,82,18,4444,637,259,1176,42,914,4
1746,1746,2,2,84,23,4445,563,248,1372,47,898,2
1747,1747,1,3,83,18,4446,534,212,1160,30,685,4
1748,1748,3,2,84,21,4447,443,223,1559,39,560,3
1749,1749,3,2,82,24,4448,472,170,591,37,716,4
1750,1750,1,2,83,24,4449,587,302,638,46,569,4
1751,1751,2,1,84,13,4450,389,309,750,53,588,2
1752,1752,1,3,84,22,4451,155,148,1419,54,914,4
1753,1753,2,2,83,13,4452,470,177,1347,46,663,3
1754,1754,1,1,84,24,4453,363,235,843,50,738,4
1755,1755,2,2,84,18,4454,512,144,661,29,624,2
1756,1756,1,2,82,22,4455,648,219,1387,51,676,3
1757,1757,2,1,82,15,4456,619,260,1041,35,752,3
1758,1758,2,2,84,19,4457,556,217,1043,56,924,3
1759,1759,2,2,83,16,4458,321,166,925,32,564,4
1760,1760,2,2,83,15,4459,485,221,1303,31,663,4
1761,1761,2,3,83,18,4460,686,259,770,29,618,4
1762,1762,2,1,83,14,4461,371,201,1516,63,618,4
1763,1763,1,2,82,19,4462,148,266,1051,49,924,4
1764,1764,2,2,83,23,4463,826,279,841,61,751,3
1765,1765,3,3,83,12,4464,614,208,870,62,832,4
1766,1766,1,3,83,22,4465,225,247,715,46,858,3
1767,1767,3,3,83,16,4466,566,228,594,28,629,4
1768,1768,2,1,83,16,4467,343,308,1538,46,660,2
1769,1769,2,3,83,24,4468,489,188,813,39,796,3
1770,1770,2,1,83,18,4469,446,263,1310,50,609,3
1771,1771,1,1,83,12,4470,413,251,725,38,855,2
1772,1772,2,2,83,13,4471,421,204,1045,37,571,2
1773,1773,1,2,82,18,4472,263,267,909,36,884,3
1774,1774,1,1,83,23,4473,442,168,1118,37,856,3
1775,1775,2,1,82,18,4474,806,149,1049,59,646,4
1776,1776,3,3,82,23,4475,775,159,641,31,762,3
1777,1777,2,2,82,22,4476,545,171,1086,44,563,3
1778,1778,3,2,83,16,4477,179,267,1043,42,902,2
1779,1779,1,3,82,22,4478,395,210,1147,43,804,2
1780,1780,2,2,83,17,4479,802,198,1469,41,727,3
1781,1781,2,1,83,14,4480,876,156,1013,50,652,2
1782,1782,3,2,82,22,4481,682,157,1245,38,551,4
1783,1783,2,1,82,18,4482,154,176,717,58,788,3
1784,1784,2,2,83,13,4483,672,277,1029,43,771,3
1785,1785,1,1,83,22,4484,161,284,1043,63,876,4
1786,1786,2,2,84,12,4485,801,262,972,62,524,4
1787,1787,1,2,84,13,4486,837,289,775,49,761,3
1788,1788,3,3,83,19,4487,263,305,1058,55,778,2
1789,1789,3,3,83,23,4488,326,158,768,60,827,3
1790,1790,3,2,82,14,4489,232,298,705,63,874,3
1791,1791,3,3,82,13,4490,623,241,673,48,707,4
1792,1792,2,2,83,20,4491,646,283,862,63,608,3
1793,1793,1,3,84,14,4492,273,295,895,29,927,4
1794,1794,2,2,83,22,4493,793,173,1405,34,921,3
1795,1795,1,3,84,19,4494,573,182,1016,36,676,4
1796,1796,2,3,83,20,4495,769,188,1174,53,764,3
1797,1797,2,3,83,20,4496,808,259,616,58,931,2
1798,1798,2,1,82,17,4497,853,237,1129,57,811,3
1799,1799,3,1,83,19,4498,275,168,1443,38,908,4
1800,1800,3,2,83,16,4499,396,242,729,52,589,3
1801,1801,3,3,83,13,4500,231,243,1171,62,686,3
1802,1802,1,1,83,14,4501,701,275,656,55,522,3
1803,1803,3,1,84,14,4502,406,171,867,38,581,3
1804,1804,2,1,84,24,4503,387,198,1572,54,576,3
1805,1805,2,2,83,13,4504,478,182,1089,28,880,3
1806,1806,1,3,84,21,4505,719,161,689,42,869,2
1807,1807,2,2,83,19,4506,336,283,1522,59,869,2
1808,1808,2,2,84,14,4507,199,220,1092,63,705,3
1809,1809,3,3,83,22,4508,489,247,1174,62,813,2
1810,1810,2,3,82,16,4509,591,183,789,41,671,4
1811,1811,3,3,84,17,4510,594,162,840,36,932,4
1812,1812,2,1,83,17,4511,558,206,1170,35,604,4
1813,1813,3,2,83,22,4512,714,248,1440,28,794,3
1814,1814,2,2,83,21,4513,511,246,1211,27,558,4
1815,1815,1,2,82,16,4514,343,147,1078,37,642,4
1816,1816,2,3,82,15,4515,247,249,946,36,517,4
1817,1817,2,3,83,19,4516,486,205,1540,56,580,3
1818,1818,2,2,83,13,4517,730,265,1250,35,882,3
1819,1819,2,2,82,17,4518,167,240,893,47,857,3
1820,1820,1,1,83,16,4519,229,301,1354,51,912,4
1821,1821,2,2,84,21,4520,837,155,821,56,820,3
1822,1822,2,1,83,12,4521,243,248,1557,60,663,3
1823,1823,3,1,83,12,4522,519,192,1316,47,793,4
1824,1824,3,1,83,20,4523,382,276,926,29,602,2
1825,1825,1,2,82,15,4524,520,250,791,60,667,3
1826,1826,1,2,83,12,4525,355,310,737,62,574,3
1827,1827,2,1,83,14,4526,332,238,1392,48,599,3
1828,1828,2,2,83,19,4527,697,298,1106,36,554,3
1829,1829,3,1,83,13,4528,175,231,799,42,588,2
1830,1830,2,3,83,17,4529,461,254,829,37,716,3
1831,1831,1,1,83,23,4530,173,261,1448,52,617,3
1832,1832,2,2,82,21,4531,495,175,751,62,888,3
1833,1833,2,2,83,13,4532,427,282,1378,32,901,4
1834,1834,2,2,84,18,4533,282,235,1414,39,720,2
1835,1835,2,2,83,23,4534,693,267,980,61,767,3
1836,1836,2,1,82,22,4535,559,255,933,42,691,4
1837,1837,2,2,84,13,4536,380,244,1318,39,630,3
1838,1838,2,2,82,16,4537,574,216,1232,48,888,3
1839,1839,2,3,82,21,4538,621,275,1172,47,920,2
1840,1840,2,2,83,17,4539,362,306,1109,31,928,3
1841,1841,2,2,84,15,4540,856,155,792,46,532,2
1842,1842,3,3,83,16,4541,683,165,592,61,634,3
1843,1843,3,2,83,16,4542,187,177,842,39,713,4
1844,1844,2,1,83,16,4543,264,278,1128,29,680,2
1845,1845,2,2,82,13,4544,902,187,1020,58,867,3
1846,1846,3,1,84,21,4545,532,266,1168,39,931,3
1847,1847,2,3,82,21,4546,570,256,725,56,882,4
1848,1848,3,3,82,18,4547,806,232,1450,43,583,2
1849,1849,3,2,82,21,4548,388,190,744,47,676,2
1850,1850,1,2,84,15,4549,279,292,831,50,857,3
1851,1851,2,3,83,23,4550,568,251,1391,30,618,3
1852,1852,3,3,83,19,4551,281,216,992,54,847,3
1853,1853,1,2,83,24,4552,920,255,1499,41,739,2
1854,1854,3,2,83,22,4553,716,285,1101,37,595,3
1855,1855,3,1,84,16,4554,574,254,1519,39,764,4
1856,1856,3,3,83,21,4555,418,300,964,50,548,2
1857,1857,3,2,82,14,4556,254,271,612,45,900,2
1858,1858,2,3,82,18,4557,183,170,893,30,876,3
1859,1859,1,3,84,13,4558,415,227,644,44,648,2
1860,1860,2,2,84,16,4559,335,230,661,56,826,4
1861,1861,1,2,84,17,4560,408,233,644,54,811,3
1862,1862,1,1,84,18,4561,304,250,1417,54,679,2
1863,1863,2,2,82,18,4562,355,166,944,36,563,4
1864,1864,3,2,83,19,4563,513,251,1290,51,716,3
1865,1865,2,1,83,22,4564,682,211,1063,33,740,4
1866,1866,2,2,83,17,4565,263,209,1143,46,512,3
1867,1867,3,1,82,17,4566,487,287,1217,44,511,4
1868,1868,1,1,82,14,4567,168,295,1143,46,694,3
1869,1869,2,3,82,16,4568,381,167,772,47,608,2
1870,1870,2,3,82,24,4569,410,214,1430,45,522,4
1871,1871,2,3,83,13,4570,266,299,928,60,762,3
1872,1872,3,2,84,22,4571,691,256,1319,37,655,3
1873,1873,2,1,83,19,4572,310,239,1549,56,586,3
1874,1874,2,2,82,18,4573,578,269,1309,63,726,3
1875,1875,1,3,83,13,4574,578,283,931,32,535,3
1876,1876,2,3,82,18,4575,739,256,1439,49,873,3
1877,1877,1,1,82,14,4576,450,221,1526,51,832,2
1878,1878,1,3,83,23,4577,414,178,1492,49,574,3
1879,1879,1,2,83,23,4578,428,165,891,34,705,4
1880,1880,2,1,83,17,4579,527,308,1061,51,736,2
1881,1881,2,3,83,21,4580,238,203,1134,38,788,3
1882,1882,1,1,83,18,4581,634,310,1358,28,820,2
1883,1883,1,2,84,17,4582,874,237,1331,38,865,2
1884,1884,3,3,82,19,4583,732,253,1467,45,534,3
1885,1885,1,2,83,17,4584,300,233,1525,49,733,3
1886,1886,3,2,83,14,4585,896,182,722,33,766,2
1887,1887,2,1,83,17,4586,146,213,1536,28,634,3
1888,1888,1,2,82,22,4587,748,221,1213,43,522,4
1889,1889,2,2,84,19,4588,710,199,1218,35,801,3
1890,1890,2,3,84,16,4589,901,173,1254,61,656,3
1891,1891,2,3,84,23,4590,909,169,1480,51,627,4
1892,1892,2,2,83,15,4591,418,266,730,30,777,2
1893,1893,2,2,83,14,4592,811,149,1222,32,788,2
1894,1894,3,2,82,20,4593,604,253,1481,55,880,4
1895,1895,1,3,84,18,4594,909,282,1240,33,576,3
1896,1896,3,3,82,22,4595,837,230,1075,45,908,2
1897,1897,1,3,83,18,4596,268,269,1134,35,767,4
1898,1898,2,1,84,24,4597,454,143,713,28,813,3
1899,1899,1,2,83,14,4598,535,237,1121,42,523,3
1900,1900,3,3,83,18,4599,209,276,1336,38,787,3
1901,1901,3,2,83,15,4600,313,242,1383,64,533,3
1902,1902,3,1,82,20,4601,520,214,832,47,856,3
1903,1903,1,2,83,20,4602,766,234,1226,35,568,4
1904,1904,1,2,83,23,4603,883,277,1157,53,662,3
1905,1905,3,1,84,13,4604,445,200,1209,27,578,3
1906,1906,1,2,83,13,4605,367,188,632,63,535,2
1907,1907,2,2,82,20,4606,900,203,753,59,679,3
1908,1908,1,1,82,24,4607,534,161,932,52,843,2
1909,1909,2,2,83,23,4608,159,166,1269,46,559,3
1910,1910,3,1,84,17,4609,606,269,1072,63,661,2
1911,1911,1,1,84,16,4610,408,168,1515,59,934,2
1912,1912,3,2,82,13,4611,725,284,1313,39,543,3
1913,1913,2,1,82,23,4612,182,234,715,61,871,3
1914,1914,1,2,82,18,4613,581,164,616,46,710,2
1915,1915,2,2,83,16,4614,740,244,1140,63,632,3
1916,1916,1,2,84,22,4615,318,230,1038,27,815,4
1917,1917,3,2,83,21,4616,401,152,1482,40,922,3
1918,1918,2,2,83,13,4617,636,164,1239,35,864,3
1919,1919,1,3,82,22,4618,626,235,991,39,588,4
1920,1920,3,2,83,20,4619,317,161,1445,32,526,2
1921,1921,2,2,82,23,4620,722,265,873,40,857,3
1922,1922,3,2,82,19,4621,602,144,1522,28,743,3
1923,1923,2,3,83,22,4622,828,215,593,38,705,4
1924,1924,2,2,83,18,4623,451,301,648,48,811,3
1925,1925,2,3,84,22,4624,281,144,869,50,543,4
1926,1926,3,2,83,16,4625,417,202,986,35,892,3
1927,1927,2,2,83,19,4626,608,179,681,33,763,3
1928,1928,3,2,84,21,4627,670,231,667,63,829,4
1929,1929,2,2,83,13,4628,466,199,1380,39,520,3
1930,1930,2,2,82,20,4629,242,176,1292,50,698,2
1931,1931,2,1,84,18,4630,162,236,1093,59,550,4
1932,1932,1,2,84,14,4631,165,220,884,37,721,4
1933,1933,3,1,84,14,4632,833,165,602,51,624,2
1934,1934,2,3,83,18,4633,253,226,704,52,882,4
1935,1935,2,2,83,14,4634,256,226,1298,42,678,3
1936,1936,3,3,83,15,4635,816,176,962,60,846,3
1937,1937,2,2,83,23,4636,285,151,1376,35,650,4
1938,1938,2,1,82,14,4637,680,299,712,49,816,2
1939,1939,2,1,84,19,4638,308,198,686,63,886,2
1940,1940,3,2,83,15,4639,380,221,626,51,735,3
1941,1941,2,1,83,21,4640,785,302,1156,27,764,3
1942,1942,2,2,83,21,4641,800,300,1225,49,708,2
1943,1943,3,1,83,21,4642,178,238,1078,57,721,3
1944,1944,1,2,84,22,4643,246,204,1105,46,572,3
1945,1945,2,2,83,19,4644,137,217,1167,32,866,3
1946,1946,1,2,84,18,4645,505,152,1287,56,892,3
1947,1947,1,1,82,24,4646,357,273,1164,29,653,3
1948,1948,1,3,83,17,4647,922,260,1174,55,832,3
